ccode1,country,year,IdealPointDistance
910,RUS,2018,0.01912485
910,CHN,2018,0.57827855
920,RUS,2018,0.634524
920,CHN,2018,1.2319274
935,RUS,2018,0.0186298
935,CHN,2018,0.6160332
940,RUS,2018,0.1744851
940,CHN,2018,0.7718885
946,RUS,2018,0.3838178
946,CHN,2018,0.9812212
947,RUS,2018,0.00629659
947,CHN,2018,0.59110681
950,RUS,2018,0.00441107
950,CHN,2018,0.59299233
955,RUS,2018,0.0680257
955,CHN,2018,0.6654291
970,RUS,2018,0.3543522
970,CHN,2018,0.9517556
983,RUS,2018,0.7477946
983,CHN,2018,1.345198
986,RUS,2018,0.1530182
986,CHN,2018,0.7504216
987,RUS,2018,1.3779162
987,CHN,2018,1.9753196
990,RUS,2018,0.02792563
990,CHN,2018,0.56947777
2,RUS,2019,2.5048161
2,CHN,2019,2.956348
20,RUS,2019,1.2580601
20,CHN,2019,1.709592
31,RUS,2019,0.4222692
31,CHN,2019,0.0292627
40,RUS,2019,1.7300969
40,CHN,2019,1.278565
41,RUS,2019,0.1106215
41,CHN,2019,0.5621534
42,RUS,2019,0.4276009
42,CHN,2019,0.023931
51,RUS,2019,0.5886956
51,CHN,2019,0.1371637
52,RUS,2019,0.5858502
52,CHN,2019,0.1343183
53,RUS,2019,0.3795797
53,CHN,2019,0.0719522
54,RUS,2019,0.2319425
54,CHN,2019,0.2195894
55,RUS,2019,0.6504143
55,CHN,2019,0.1988824
56,RUS,2019,0.5986013
56,CHN,2019,0.1470694
57,RUS,2019,0.7382613
57,CHN,2019,0.2867294
58,RUS,2019,0.6543985
58,CHN,2019,0.2028666
60,RUS,2019,0.5661164
60,CHN,2019,0.1145845
70,RUS,2019,0.14201707
70,CHN,2019,0.30951483
80,RUS,2019,0.3233735
80,CHN,2019,0.1281584
90,RUS,2019,0.00424749999999999
90,CHN,2019,0.4472844
91,RUS,2019,0.01172935
91,CHN,2019,0.43980255
92,RUS,2019,0.4825652
92,CHN,2019,0.0310333
93,RUS,2019,1.6242429
93,CHN,2019,1.172711
94,RUS,2019,0.2593162
94,CHN,2019,0.1922157
95,RUS,2019,0.18777767
95,CHN,2019,0.26375423
100,RUS,2019,0.04456136
100,CHN,2019,0.40697054
101,RUS,2019,1.8638359
101,CHN,2019,1.412304
110,RUS,2019,0.3477359
110,CHN,2019,0.103796
115,RUS,2019,0.7870703
115,CHN,2019,0.3355384
130,RUS,2019,0.5560424
130,CHN,2019,0.1045105
135,RUS,2019,0.2782127
135,CHN,2019,0.1733192
140,RUS,2019,0.189457
140,CHN,2019,0.6409889
145,RUS,2019,0.9256706
145,CHN,2019,0.4741387
150,RUS,2019,0.2907403
150,CHN,2019,0.1607916
155,RUS,2019,0.3392716
155,CHN,2019,0.1122603
160,RUS,2019,0.19513458
160,CHN,2019,0.25639732
165,RUS,2019,0.510231
165,CHN,2019,0.0586991
200,RUS,2019,1.5725691
200,CHN,2019,2.024101
205,RUS,2019,0.6640194
205,CHN,2019,1.1155513
210,RUS,2019,0.9539841
210,CHN,2019,1.405516
211,RUS,2019,0.9682371
211,CHN,2019,1.419769
212,RUS,2019,0.9549971
212,CHN,2019,1.406529
220,RUS,2019,1.3298821
220,CHN,2019,1.781414
221,RUS,2019,0.9131121
221,CHN,2019,1.364644
223,RUS,2019,0.6205422
223,CHN,2019,1.0720741
225,RUS,2019,0.6749552
225,CHN,2019,1.1264871
230,RUS,2019,0.9749721
230,CHN,2019,1.426504
232,RUS,2019,0.6539036
232,CHN,2019,1.1054355
235,RUS,2019,0.9371321
235,CHN,2019,1.388664
255,RUS,2019,1.0883371
255,CHN,2019,1.539869
290,RUS,2019,1.0792981
290,CHN,2019,1.53083
305,RUS,2019,0.7052737
305,CHN,2019,1.1568056
310,RUS,2019,1.1184241
310,CHN,2019,1.569956
316,RUS,2019,1.1423861
316,CHN,2019,1.593918
317,RUS,2019,1.0183931
317,CHN,2019,1.469925
325,RUS,2019,0.9601701
325,CHN,2019,1.411702
331,RUS,2019,0.6463338
331,CHN,2019,1.0978657
338,RUS,2019,0.6319061
338,CHN,2019,1.083438
339,RUS,2019,1.0351691
339,CHN,2019,1.486701
341,RUS,2019,0.9432331
341,CHN,2019,1.394765
343,RUS,2019,0.9256811
343,CHN,2019,1.377213
344,RUS,2019,0.9412401
344,CHN,2019,1.392772
345,RUS,2019,0.3415195
345,CHN,2019,0.7930514
346,RUS,2019,0.6445835
346,CHN,2019,1.0961154
349,RUS,2019,0.9148501
349,CHN,2019,1.366382
350,RUS,2019,0.9215281
350,CHN,2019,1.37306
352,RUS,2019,0.6268746
352,CHN,2019,1.0784065
355,RUS,2019,1.0114471
355,CHN,2019,1.462979
359,RUS,2019,0.5700104
359,CHN,2019,1.0215423
360,RUS,2019,1.0658381
360,CHN,2019,1.51737
365,CHN,2019,0.4515319
366,RUS,2019,1.0524841
366,CHN,2019,1.504016
367,RUS,2019,1.0619691
367,CHN,2019,1.513501
368,RUS,2019,1.1089551
368,CHN,2019,1.560487
369,RUS,2019,1.1136601
369,CHN,2019,1.565192
370,RUS,2019,0.3016993
370,CHN,2019,0.1498326
371,RUS,2019,0.0299758
371,CHN,2019,0.4815077
372,RUS,2019,0.8043745
372,CHN,2019,1.2559064
373,RUS,2019,0.7890308
373,CHN,2019,0.3374989
375,RUS,2019,0.803361
375,CHN,2019,1.2548929
380,RUS,2019,0.7537042
380,CHN,2019,1.2052361
385,RUS,2019,0.8416936
385,CHN,2019,1.2932255
390,RUS,2019,1.0328751
390,CHN,2019,1.484407
395,RUS,2019,0.8698725
395,CHN,2019,1.3214044
402,RUS,2019,0.3972041
402,CHN,2019,0.0543278
403,RUS,2019,0.6096566
403,CHN,2019,0.1581247
404,RUS,2019,0.5712026
404,CHN,2019,0.1196707
411,RUS,2019,0.6967321
411,CHN,2019,0.2452002
420,RUS,2019,0.6496195
420,CHN,2019,0.1980876
432,RUS,2019,0.2608265
432,CHN,2019,0.1907054
433,RUS,2019,0.6419022
433,CHN,2019,0.1903703
434,RUS,2019,0.6091301
434,CHN,2019,0.1575982
435,RUS,2019,1.0138726
435,CHN,2019,0.5623407
436,RUS,2019,0.7384164
436,CHN,2019,0.2868845
437,RUS,2019,0.2848522
437,CHN,2019,0.1666797
438,RUS,2019,0.9023811
438,CHN,2019,0.4508492
439,RUS,2019,0.5833204
439,CHN,2019,0.1317885
450,RUS,2019,0.2520195
450,CHN,2019,0.7035514
451,RUS,2019,0.6904524
451,CHN,2019,0.2389205
452,RUS,2019,0.2397814
452,CHN,2019,0.2117505
461,RUS,2019,0.13208986
461,CHN,2019,0.31944204
471,RUS,2019,0.07129598
471,CHN,2019,0.38023592
475,RUS,2019,0.5045652
475,CHN,2019,0.0530333
481,RUS,2019,0.7861002
481,CHN,2019,0.3345683
482,RUS,2019,0.1047186742
482,CHN,2019,0.3468132258
483,RUS,2019,0.6762741
483,CHN,2019,0.2247422
484,RUS,2019,0.8653702
484,CHN,2019,0.4138383
490,RUS,2019,0.6135432
490,CHN,2019,0.1620113
500,RUS,2019,0.9282121
500,CHN,2019,0.4766802
501,RUS,2019,0.5578462
501,CHN,2019,0.1063143
510,RUS,2019,0.7668747
510,CHN,2019,0.3153428
516,RUS,2019,1.1797059
516,CHN,2019,0.728174
517,RUS,2019,0.244591
517,CHN,2019,0.2069409
520,RUS,2019,0.7193279
520,CHN,2019,0.267796
522,RUS,2019,0.5468425
522,CHN,2019,0.0953106
530,RUS,2019,0.5528466
530,CHN,2019,0.1013147
531,RUS,2019,0.8176286
531,CHN,2019,0.3660967
540,RUS,2019,0.689138
540,CHN,2019,0.2376061
541,RUS,2019,0.745304
541,CHN,2019,0.2937721
551,RUS,2019,0.6169953
551,CHN,2019,0.1654634
552,RUS,2019,0.5029557
552,CHN,2019,0.0514238
553,RUS,2019,0.5288834
553,CHN,2019,0.0773515
560,RUS,2019,0.4570981
560,CHN,2019,0.00556620000000002
565,RUS,2019,0.5887033
565,CHN,2019,0.1371714
570,RUS,2019,0.4279216
570,CHN,2019,0.0236103
571,RUS,2019,0.4691961
571,CHN,2019,0.0176642
572,RUS,2019,0.3283973
572,CHN,2019,0.1231346
580,RUS,2019,0.6758504
580,CHN,2019,0.2243185
581,RUS,2019,0.645712
581,CHN,2019,0.1941801
590,RUS,2019,0.6341507
590,CHN,2019,0.1826188
591,RUS,2019,0.5420025
591,CHN,2019,0.0904706
600,RUS,2019,0.7381882
600,CHN,2019,0.2866563
615,RUS,2019,1.0765382
615,CHN,2019,0.6250063
616,RUS,2019,0.8375355
616,CHN,2019,0.3860036
620,RUS,2019,0.8888734
620,CHN,2019,0.4373415
625,RUS,2019,1.1855809
625,CHN,2019,0.734049
626,RUS,2019,0.04131324
626,CHN,2019,0.41021866
630,RUS,2019,1.7711949
630,CHN,2019,1.319663
640,RUS,2019,0.4958746
640,CHN,2019,0.9474065
645,RUS,2019,1.0088183
645,CHN,2019,0.5572864
651,RUS,2019,1.1656089
651,CHN,2019,0.714077
652,RUS,2019,2.0333259
652,CHN,2019,1.581794
660,RUS,2019,1.2286869
660,CHN,2019,0.777155
663,RUS,2019,0.866774
663,CHN,2019,0.4152421
666,RUS,2019,2.3899931
666,CHN,2019,2.841525
670,RUS,2019,0.5469167
670,CHN,2019,0.0953848
679,RUS,2019,0.8416915
679,CHN,2019,0.3901596
690,RUS,2019,0.8971265
690,CHN,2019,0.4455946
692,RUS,2019,0.6721157
692,CHN,2019,0.2205838
694,RUS,2019,0.885112
694,CHN,2019,0.4335801
696,RUS,2019,0.7638843
696,CHN,2019,0.3123524
698,RUS,2019,1.0556745
698,CHN,2019,0.6041426
700,RUS,2019,0.669992
700,CHN,2019,0.2184601
701,RUS,2019,0.8797728
701,CHN,2019,0.4282409
702,RUS,2019,0.734622
702,CHN,2019,0.2830901
703,RUS,2019,0.8545693
703,CHN,2019,0.4030374
704,RUS,2019,0.4094859
704,CHN,2019,0.042046
705,RUS,2019,0.7210595
705,CHN,2019,0.2695276
710,RUS,2019,0.4515319
712,RUS,2019,0.6856304
712,CHN,2019,0.2340985
731,RUS,2019,0.2759061
731,CHN,2019,0.1756258
732,RUS,2019,0.7224175
732,CHN,2019,1.1739494
740,RUS,2019,0.5868268
740,CHN,2019,1.0383587
750,RUS,2019,0.2845239
750,CHN,2019,0.167008
760,RUS,2019,0.6688145
760,CHN,2019,0.2172826
770,RUS,2019,0.219231
770,CHN,2019,0.2323009
771,RUS,2019,0.6875627
771,CHN,2019,0.2360308
775,RUS,2019,0.8304081
775,CHN,2019,0.3788762
780,RUS,2019,0.7655809
780,CHN,2019,0.314049
781,RUS,2019,0.6785763
781,CHN,2019,0.2270444
790,RUS,2019,0.7182959
790,CHN,2019,0.266764
800,RUS,2019,0.6031105
800,CHN,2019,0.1515786
811,RUS,2019,1.2877549
811,CHN,2019,0.836223
812,RUS,2019,0.9780659
812,CHN,2019,0.526534
816,RUS,2019,0.8893478
816,CHN,2019,0.4378159
820,RUS,2019,0.8123982
820,CHN,2019,0.3608663
830,RUS,2019,0.5774927
830,CHN,2019,0.1259608
835,RUS,2019,0.9023154
835,CHN,2019,0.4507835
840,RUS,2019,0.5399789
840,CHN,2019,0.088447
850,RUS,2019,0.947843
850,CHN,2019,0.4963111
860,RUS,2019,0.4741309
860,CHN,2019,0.022599
900,RUS,2019,1.3150451
900,CHN,2019,1.766577
910,RUS,2019,0.01315193
910,CHN,2019,0.43837997
920,RUS,2019,0.6205071
920,CHN,2019,1.072039
935,RUS,2019,0.08746485
935,CHN,2019,0.36406705
940,RUS,2019,0.2175736
940,CHN,2019,0.2339583
946,RUS,2019,0.102441033
946,CHN,2019,0.349090867
947,RUS,2019,0.19139347
947,CHN,2019,0.26013843
950,RUS,2019,0.2474024
950,CHN,2019,0.2041295
955,RUS,2019,0.003527
955,CHN,2019,0.4550589
970,RUS,2019,0.2224892
970,CHN,2019,0.6740211
983,RUS,2019,0.8973011
983,CHN,2019,1.348833
986,RUS,2019,0.0720238
986,CHN,2019,0.5235557
987,RUS,2019,1.1587511
987,CHN,2019,1.610283
990,RUS,2019,0.09220591
990,CHN,2019,0.35932599
2,RUS,2020,2.6357623
2,CHN,2020,3.2462057
20,RUS,2020,1.2768993
20,CHN,2020,1.8873427
31,RUS,2020,0.3065766
31,CHN,2020,0.3038668
40,RUS,2020,1.7084467
40,CHN,2020,1.0980033
41,RUS,2020,0.09999
41,CHN,2020,0.7104334
42,RUS,2020,0.4113414
42,CHN,2020,0.199102
51,RUS,2020,0.5103287
51,CHN,2020,0.1001147
52,RUS,2020,0.5494844
52,CHN,2020,0.0609589999999999
53,RUS,2020,0.3111554
53,CHN,2020,0.299288
54,RUS,2020,0.6680616
54,CHN,2020,0.0576182000000001
55,RUS,2020,0.692908
55,CHN,2020,0.0824646
56,RUS,2020,0.5055476
56,CHN,2020,0.1048958
57,RUS,2020,0.6585279
57,CHN,2020,0.0480845000000001
58,RUS,2020,0.6027057
58,CHN,2020,0.00773769999999996
60,RUS,2020,0.4703481
60,CHN,2020,0.1400953
70,RUS,2020,0.063963437
70,CHN,2020,0.546479963
80,RUS,2020,0.3970132
80,CHN,2020,0.2134302
90,RUS,2020,0.0444097
90,CHN,2020,0.6548531
91,RUS,2020,0.01342617
91,CHN,2020,0.62386957
92,RUS,2020,0.461154
92,CHN,2020,0.1492894
93,RUS,2020,1.6102937
93,CHN,2020,0.9998503
94,RUS,2020,0.2241574
94,CHN,2020,0.386286
95,RUS,2020,0.09908441
95,CHN,2020,0.51135899
100,RUS,2020,0.00350751000000001
100,CHN,2020,0.61395091
101,RUS,2020,1.7070847
101,CHN,2020,1.0966413
110,RUS,2020,0.1695954
110,CHN,2020,0.440848
115,RUS,2020,0.6185678
115,CHN,2020,0.00812440000000003
130,RUS,2020,0.5056028
130,CHN,2020,0.1048406
135,RUS,2020,0.2137034
135,CHN,2020,0.39674
140,RUS,2020,0.2643506
140,CHN,2020,0.874794
145,RUS,2020,0.9173553
145,CHN,2020,0.3069119
150,RUS,2020,0.2688993
150,CHN,2020,0.3415441
155,RUS,2020,0.2159302
155,CHN,2020,0.3945132
160,RUS,2020,0.11779603
160,CHN,2020,0.49264737
165,RUS,2020,0.12256128
165,CHN,2020,0.48788212
200,RUS,2020,1.5931953
200,CHN,2020,2.2036387
205,RUS,2020,0.6254779
205,CHN,2020,1.2359213
210,RUS,2020,1.1345213
210,CHN,2020,1.7449647
211,RUS,2020,0.9956133
211,CHN,2020,1.6060567
212,RUS,2020,0.9702253
212,CHN,2020,1.5806687
220,RUS,2020,1.4019063
220,CHN,2020,2.0123497
221,RUS,2020,1.0086323
221,CHN,2020,1.6190757
223,RUS,2020,0.6243928
223,CHN,2020,1.2348362
225,RUS,2020,0.6945868
225,CHN,2020,1.3050302
230,RUS,2020,0.9081377
230,CHN,2020,1.5185811
232,RUS,2020,0.6259083
232,CHN,2020,1.2363517
235,RUS,2020,0.9307046
235,CHN,2020,1.541148
255,RUS,2020,1.2217833
255,CHN,2020,1.8322267
290,RUS,2020,1.1293963
290,CHN,2020,1.7398397
305,RUS,2020,0.7110358
305,CHN,2020,1.3214792
310,RUS,2020,1.2090193
310,CHN,2020,1.8194627
316,RUS,2020,1.3007463
316,CHN,2020,1.9111897
317,RUS,2020,1.1260343
317,CHN,2020,1.7364777
325,RUS,2020,0.9123839
325,CHN,2020,1.5228273
331,RUS,2020,0.6295573
331,CHN,2020,1.2400007
338,RUS,2020,0.5924032
338,CHN,2020,1.2028466
339,RUS,2020,1.0079483
339,CHN,2020,1.6183917
341,RUS,2020,0.9462533
341,CHN,2020,1.5566967
343,RUS,2020,0.9640093
343,CHN,2020,1.5744527
344,RUS,2020,1.1053803
344,CHN,2020,1.7158237
345,RUS,2020,0.3763652
345,CHN,2020,0.9868086
346,RUS,2020,0.5682475
346,CHN,2020,1.1786909
349,RUS,2020,1.0608343
349,CHN,2020,1.6712777
350,RUS,2020,0.8851897
350,CHN,2020,1.4956331
352,RUS,2020,0.5740784
352,CHN,2020,1.1845218
355,RUS,2020,1.1101693
355,CHN,2020,1.7206127
359,RUS,2020,0.564386
359,CHN,2020,1.1748294
360,RUS,2020,1.0832943
360,CHN,2020,1.6937377
365,CHN,2020,0.6104434
366,RUS,2020,1.1756793
366,CHN,2020,1.7861227
367,RUS,2020,1.1132063
367,CHN,2020,1.7236497
368,RUS,2020,1.1757223
368,CHN,2020,1.7861657
369,RUS,2020,1.0322783
369,CHN,2020,1.6427217
370,RUS,2020,0.3138659
370,CHN,2020,0.2965775
371,RUS,2020,0.1447223
371,CHN,2020,0.7551657
372,RUS,2020,0.876293
372,CHN,2020,1.4867364
373,RUS,2020,0.8590316
373,CHN,2020,0.2485882
375,RUS,2020,0.8551927
375,CHN,2020,1.4656361
380,RUS,2020,0.7944068
380,CHN,2020,1.4048502
385,RUS,2020,0.9415943
385,CHN,2020,1.5520377
390,RUS,2020,1.1425183
390,CHN,2020,1.7529617
395,RUS,2020,0.8941513
395,CHN,2020,1.5045947
402,RUS,2020,0.3387738
402,CHN,2020,0.2716696
403,RUS,2020,0.5385128
403,CHN,2020,0.0719306
404,RUS,2020,0.6049679
404,CHN,2020,0.00547549999999997
411,RUS,2020,0.5743796
411,CHN,2020,0.0360638
420,RUS,2020,0.5509478
420,CHN,2020,0.0594955999999999
432,RUS,2020,0.1817705
432,CHN,2020,0.4286729
433,RUS,2020,0.5827739
433,CHN,2020,0.0276694999999999
434,RUS,2020,0.4500482
434,CHN,2020,0.1603952
435,RUS,2020,0.779416
435,CHN,2020,0.1689726
436,RUS,2020,0.3655978
436,CHN,2020,0.2448456
437,RUS,2020,0.2652191
437,CHN,2020,0.3452243
438,RUS,2020,0.5632635
438,CHN,2020,0.0471798999999999
439,RUS,2020,0.5468412
439,CHN,2020,0.0636021999999999
450,RUS,2020,0.1766473
450,CHN,2020,0.7870907
451,RUS,2020,0.6608134
451,CHN,2020,0.05037
452,RUS,2020,0.5313284
452,CHN,2020,0.0791149999999999
461,RUS,2020,0.09967352
461,CHN,2020,0.51076988
471,RUS,2020,0.02140975
471,CHN,2020,0.58903365
475,RUS,2020,0.3404888
475,CHN,2020,0.2699546
481,RUS,2020,0.5975713
481,CHN,2020,0.0128720999999999
482,RUS,2020,0.11214792
482,CHN,2020,0.49829548
483,RUS,2020,0.5912876
483,CHN,2020,0.0191557999999999
484,RUS,2020,0.6379118
484,CHN,2020,0.0274684000000001
490,RUS,2020,0.1934228
490,CHN,2020,0.4170206
500,RUS,2020,0.8157689
500,CHN,2020,0.2053255
501,RUS,2020,0.6716467
501,CHN,2020,0.0612033000000001
510,RUS,2020,0.6314766
510,CHN,2020,0.0210332000000001
516,RUS,2020,1.3644477
516,CHN,2020,0.7540043
517,RUS,2020,0.2257378
517,CHN,2020,0.3847056
520,RUS,2020,0.6843179
520,CHN,2020,0.0738745000000001
522,RUS,2020,0.6215287
522,CHN,2020,0.0110853000000001
530,RUS,2020,0.5363074
530,CHN,2020,0.0741359999999999
531,RUS,2020,0.7512345
531,CHN,2020,0.1407911
540,RUS,2020,0.5310646
540,CHN,2020,0.0793788
541,RUS,2020,0.5429405
541,CHN,2020,0.0675028999999999
551,RUS,2020,0.642073
551,CHN,2020,0.0316296
552,RUS,2020,0.4946238
552,CHN,2020,0.1158196
553,RUS,2020,0.1701114
553,CHN,2020,0.440332
560,RUS,2020,0.38944
560,CHN,2020,0.2210034
565,RUS,2020,0.6637977
565,CHN,2020,0.0533543000000001
570,RUS,2020,0.3507548
570,CHN,2020,0.2596886
571,RUS,2020,0.3695958
571,CHN,2020,0.2408476
572,RUS,2020,0.5262052
572,CHN,2020,0.0842381999999999
580,RUS,2020,0.1614959
580,CHN,2020,0.4489475
581,RUS,2020,0.4275529
581,CHN,2020,0.1828905
590,RUS,2020,0.614839
590,CHN,2020,0.00439560000000006
591,RUS,2020,0.3620797
591,CHN,2020,0.2483637
600,RUS,2020,0.6898938
600,CHN,2020,0.0794504
615,RUS,2020,1.1496847
615,CHN,2020,0.5392413
616,RUS,2020,0.7049659
616,CHN,2020,0.0945225000000001
620,RUS,2020,0.6059259
620,CHN,2020,0.00451749999999995
625,RUS,2020,1.1678407
625,CHN,2020,0.5573973
626,RUS,2020,0.3336932
626,CHN,2020,0.2767502
630,RUS,2020,1.8265797
630,CHN,2020,1.2161363
640,RUS,2020,0.5467007
640,CHN,2020,1.1571441
645,RUS,2020,0.8905752
645,CHN,2020,0.2801318
651,RUS,2020,1.1099627
651,CHN,2020,0.4995193
652,RUS,2020,1.9470727
652,CHN,2020,1.3366293
660,RUS,2020,1.0719667
660,CHN,2020,0.4615233
663,RUS,2020,0.6187024
663,CHN,2020,0.00825900000000002
666,RUS,2020,2.5215573
666,CHN,2020,3.1320007
670,RUS,2020,0.637751
670,CHN,2020,0.0273076000000001
679,RUS,2020,0.6276143
679,CHN,2020,0.0171709000000001
690,RUS,2020,0.7331332
690,CHN,2020,0.1226898
692,RUS,2020,0.5961076
692,CHN,2020,0.0143357999999999
694,RUS,2020,0.7435109
694,CHN,2020,0.1330675
696,RUS,2020,0.6678909
696,CHN,2020,0.0574475000000001
698,RUS,2020,0.9314333
698,CHN,2020,0.3209899
700,RUS,2020,0.6464679
700,CHN,2020,0.0360245
701,RUS,2020,0.7431872
701,CHN,2020,0.1327438
702,RUS,2020,0.5660916
702,CHN,2020,0.0443517999999999
703,RUS,2020,0.7788306
703,CHN,2020,0.1683872
704,RUS,2020,0.7098614
704,CHN,2020,0.099418
705,RUS,2020,0.5763334
705,CHN,2020,0.03411
710,RUS,2020,0.6104434
712,RUS,2020,0.610596
712,CHN,2020,1.5260000000005e-4
731,RUS,2020,0.2905494
731,CHN,2020,0.319894
732,RUS,2020,0.8346552
732,CHN,2020,1.4450986
740,RUS,2020,0.5475332
740,CHN,2020,1.1579766
750,RUS,2020,0.1760328
750,CHN,2020,0.4344106
760,RUS,2020,0.5663258
760,CHN,2020,0.0441176
770,RUS,2020,0.2022387
770,CHN,2020,0.4082047
771,RUS,2020,0.7519485
